data,chuva_mm,temp_max,temp_min,evapotranspiracao,municipio,regiao
2022-08-18,0.0,31.1,18.4,6.28,uberlandia,Triangulo
2022-08-19,0.0,25.9,15.4,4.26,uberlandia,Triangulo
2022-08-20,0.0,28.3,15.4,5.3,uberlandia,Triangulo
2022-08-21,0.0,27.2,15.8,5.03,uberlandia,Triangulo
2022-08-22,0.0,27.0,15.2,5.17,uberlandia,Triangulo
2022-08-23,0.0,27.6,14.2,5.19,uberlandia,Triangulo
2022-08-24,0.0,28.9,15.4,5.38,uberlandia,Triangulo
2022-08-25,0.0,28.5,15.6,5.31,uberlandia,Triangulo
2022-08-26,0.0,28.7,16.2,5.35,uberlandia,Triangulo
2022-08-27,0.0,29.1,15.9,5.62,uberlandia,Triangulo
2022-08-28,0.0,30.9,17.7,5.75,uberlandia,Triangulo
2022-08-29,0.0,32.0,17.8,6.55,uberlandia,Triangulo
2022-08-30,0.0,28.8,16.9,5.45,uberlandia,Triangulo
2022-08-31,0.0,27.9,16.4,5.39,uberlandia,Triangulo
2022-09-01,0.0,27.5,15.8,5.76,uberlandia,Triangulo
2022-09-02,0.0,28.5,14.4,5.81,uberlandia,Triangulo
2022-09-03,0.0,32.7,15.9,5.72,uberlandia,Triangulo
2022-09-04,0.0,31.9,17.8,4.68,uberlandia,Triangulo
2022-09-05,0.0,31.7,19.5,6.47,uberlandia,Triangulo
2022-09-06,0.0,29.4,19.3,6.06,uberlandia,Triangulo
2022-09-07,0.0,29.4,18.0,6.36,uberlandia,Triangulo
2022-09-08,0.0,31.5,18.3,6.14,uberlandia,Triangulo
2022-09-09,0.0,32.6,18.5,5.6,uberlandia,Triangulo
2022-09-10,0.0,34.0,18.1,6.08,uberlandia,Triangulo
2022-09-11,0.0,35.7,19.8,6.26,uberlandia,Triangulo
2022-09-12,0.0,34.8,21.5,7.19,uberlandia,Triangulo
2022-09-13,0.0,35.0,19.8,7.02,uberlandia,Triangulo
2022-09-14,0.0,34.8,21.1,6.68,uberlandia,Triangulo
2022-09-15,0.0,29.8,18.6,4.87,uberlandia,Triangulo
2022-09-16,0.0,30.5,17.7,4.8,uberlandia,Triangulo
2022-09-17,0.0,31.4,17.3,5.35,uberlandia,Triangulo
2022-09-18,0.0,31.4,17.5,5.58,uberlandia,Triangulo
2022-09-19,0.0,33.4,20.0,6.24,uberlandia,Triangulo
2022-09-20,0.3,31.0,21.3,4.92,uberlandia,Triangulo
2022-09-21,6.3,32.8,19.1,5.22,uberlandia,Triangulo
2022-09-22,23.0,26.0,19.5,2.07,uberlandia,Triangulo
2022-09-23,0.1,26.0,18.1,4.3,uberlandia,Triangulo
2022-09-24,0.0,31.0,14.9,6.42,uberlandia,Triangulo
2022-09-25,0.0,31.7,18.2,6.73,uberlandia,Triangulo
2022-09-26,6.5,31.8,20.1,5.19,uberlandia,Triangulo
2022-09-27,25.0,24.5,18.4,2.06,uberlandia,Triangulo
2022-09-28,0.2,27.6,18.0,3.42,uberlandia,Triangulo
2022-09-29,0.7,28.8,18.3,4.06,uberlandia,Triangulo
2022-09-30,0.4,30.8,18.8,4.7,uberlandia,Triangulo
2022-10-01,0.0,30.9,17.9,5.37,uberlandia,Triangulo
2022-10-02,0.0,33.2,18.3,5.88,uberlandia,Triangulo
2022-10-03,9.9,31.8,19.9,5.56,uberlandia,Triangulo
2022-10-04,4.6,31.6,19.0,4.63,uberlandia,Triangulo
2022-10-05,2.7,32.3,18.2,4.6,uberlandia,Triangulo
2022-10-06,3.5,32.7,18.1,5.62,uberlandia,Triangulo
2022-10-07,11.4,24.1,19.4,2.23,uberlandia,Triangulo
2022-10-08,0.0,29.5,17.2,5.16,uberlandia,Triangulo
2022-10-09,8.8,27.2,19.1,3.78,uberlandia,Triangulo
2022-10-10,3.3,29.0,19.2,3.77,uberlandia,Triangulo
2022-10-11,0.0,31.2,19.2,6.33,uberlandia,Triangulo
2022-10-12,0.0,31.2,20.2,5.83,uberlandia,Triangulo
2022-10-13,0.0,31.4,18.6,6.82,uberlandia,Triangulo
2022-10-14,0.0,32.7,18.5,6.97,uberlandia,Triangulo
2022-10-15,0.0,32.8,19.3,7.51,uberlandia,Triangulo
2022-10-16,0.0,31.8,20.0,6.87,uberlandia,Triangulo
2022-10-17,0.0,33.0,19.9,7.0,uberlandia,Triangulo
2022-10-18,0.0,33.1,21.4,7.27,uberlandia,Triangulo
2022-10-19,0.0,31.4,20.9,5.41,uberlandia,Triangulo
2022-10-20,0.4,32.0,21.1,5.74,uberlandia,Triangulo
2022-10-21,4.5,24.4,19.7,2.57,uberlandia,Triangulo
2022-10-22,2.2,29.0,18.0,3.59,uberlandia,Triangulo
2022-10-23,8.8,29.7,20.1,4.83,uberlandia,Triangulo
2022-10-24,0.0,29.5,19.3,5.48,uberlandia,Triangulo
2022-10-25,0.3,29.6,18.0,5.5,uberlandia,Triangulo
2022-10-26,0.0,31.4,19.3,5.99,uberlandia,Triangulo
2022-10-27,0.4,31.5,20.4,5.93,uberlandia,Triangulo
2022-10-28,1.9,29.2,18.5,4.88,uberlandia,Triangulo
2022-10-29,4.2,31.1,19.2,5.45,uberlandia,Triangulo
2022-10-30,6.4,28.9,20.2,4.29,uberlandia,Triangulo
2022-10-31,20.3,30.5,19.5,4.2,uberlandia,Triangulo
2022-11-01,6.2,27.2,19.6,3.59,uberlandia,Triangulo
2022-11-02,4.6,24.0,16.8,3.42,uberlandia,Triangulo
2022-11-03,1.2,22.0,15.9,3.1,uberlandia,Triangulo
2022-11-04,0.0,24.8,14.1,4.57,uberlandia,Triangulo
2022-11-05,0.5,25.8,17.0,4.74,uberlandia,Triangulo
2022-11-06,0.0,27.9,16.8,5.63,uberlandia,Triangulo
2022-11-07,1.1,28.2,16.9,5.36,uberlandia,Triangulo
2022-11-08,2.0,30.0,16.9,5.26,uberlandia,Triangulo
2022-11-09,3.3,29.1,17.5,4.9,uberlandia,Triangulo
2022-11-10,0.6,31.2,18.2,5.19,uberlandia,Triangulo
2022-11-11,0.3,29.5,18.1,4.78,uberlandia,Triangulo
2022-11-12,3.7,27.3,18.9,4.43,uberlandia,Triangulo
2022-11-13,1.1,30.7,18.9,5.75,uberlandia,Triangulo
2022-11-14,9.1,28.6,19.6,4.31,uberlandia,Triangulo
2022-11-15,2.0,28.4,19.1,4.32,uberlandia,Triangulo
2022-11-16,0.0,30.0,16.6,6.39,uberlandia,Triangulo
2022-11-17,0.0,30.0,18.0,6.22,uberlandia,Triangulo
2022-11-18,5.7,29.8,19.6,5.78,uberlandia,Triangulo
2022-11-19,4.9,28.4,18.4,4.48,uberlandia,Triangulo
2022-11-20,2.3,28.3,17.1,4.97,uberlandia,Triangulo
2022-11-21,0.0,29.4,18.5,6.15,uberlandia,Triangulo
2022-11-22,1.1,29.4,19.1,5.54,uberlandia,Triangulo
2022-11-23,29.0,27.5,18.7,3.81,uberlandia,Triangulo
2022-11-24,9.3,26.9,18.6,3.98,uberlandia,Triangulo
2022-11-25,1.8,27.2,17.2,4.56,uberlandia,Triangulo
2022-11-26,0.5,28.5,17.2,5.69,uberlandia,Triangulo
2022-11-27,0.1,29.7,17.4,6.06,uberlandia,Triangulo
2022-11-28,0.5,28.4,17.5,4.9,uberlandia,Triangulo
2022-11-29,3.6,28.6,17.8,5.19,uberlandia,Triangulo
2022-11-30,4.9,29.5,17.2,5.34,uberlandia,Triangulo
2022-12-01,0.6,29.5,18.6,5.05,uberlandia,Triangulo
2022-12-02,9.9,29.2,20.2,4.9,uberlandia,Triangulo
2022-12-03,12.1,26.7,19.6,3.57,uberlandia,Triangulo
2022-12-04,8.0,24.8,19.2,2.9,uberlandia,Triangulo
2022-12-05,18.7,26.5,19.0,3.28,uberlandia,Triangulo
2022-12-06,7.8,26.2,19.0,2.95,uberlandia,Triangulo
2022-12-07,10.3,27.4,19.2,3.66,uberlandia,Triangulo
2022-12-08,2.7,29.0,18.5,4.82,uberlandia,Triangulo
2022-12-09,0.2,30.0,17.8,5.93,uberlandia,Triangulo
2022-12-10,7.6,29.1,19.8,4.59,uberlandia,Triangulo
2022-12-11,8.6,27.6,18.5,4.22,uberlandia,Triangulo
2022-12-12,12.2,27.0,19.7,3.88,uberlandia,Triangulo
2022-12-13,20.4,27.3,19.6,3.04,uberlandia,Triangulo
2022-12-14,2.1,26.6,19.0,4.24,uberlandia,Triangulo
2022-12-15,2.0,27.4,18.4,4.76,uberlandia,Triangulo
2022-12-16,2.0,27.0,18.4,4.18,uberlandia,Triangulo
2022-12-17,4.3,27.1,18.4,4.12,uberlandia,Triangulo
2022-12-18,9.4,27.7,18.1,4.72,uberlandia,Triangulo
2022-12-19,16.9,26.1,19.0,3.28,uberlandia,Triangulo
2022-12-20,41.9,25.9,19.4,2.39,uberlandia,Triangulo
2022-12-21,2.8,27.2,18.9,5.15,uberlandia,Triangulo
2022-12-22,0.0,28.0,16.6,5.92,uberlandia,Triangulo
2022-12-23,0.8,27.3,18.4,5.53,uberlandia,Triangulo
2022-12-24,5.6,28.1,17.9,5.54,uberlandia,Triangulo
2022-12-25,8.4,27.3,19.2,4.57,uberlandia,Triangulo
2022-12-26,30.4,23.5,19.6,2.24,uberlandia,Triangulo
2022-12-27,11.8,24.8,19.1,3.19,uberlandia,Triangulo
2022-12-28,41.6,27.1,19.1,3.57,uberlandia,Triangulo
2022-12-29,6.3,23.5,19.0,2.03,uberlandia,Triangulo
2022-12-30,39.8,23.0,18.9,1.5,uberlandia,Triangulo
2022-12-31,9.9,26.9,19.0,3.76,uberlandia,Triangulo
2023-01-01,6.2,27.0,18.8,4.73,uberlandia,Triangulo
2023-01-02,11.4,27.8,18.6,4.63,uberlandia,Triangulo
2023-01-03,3.0,25.0,18.4,3.51,uberlandia,Triangulo
2023-01-04,8.0,24.8,19.5,3.08,uberlandia,Triangulo
2023-01-05,15.2,24.9,18.7,2.89,uberlandia,Triangulo
2023-01-06,18.0,23.5,18.8,2.16,uberlandia,Triangulo
2023-01-07,18.2,24.9,19.0,3.28,uberlandia,Triangulo
2023-01-08,26.1,22.6,18.7,1.6,uberlandia,Triangulo
2023-01-09,16.7,25.3,19.1,3.02,uberlandia,Triangulo
2023-01-10,10.1,26.3,18.5,4.52,uberlandia,Triangulo
2023-01-11,11.0,26.7,19.1,4.46,uberlandia,Triangulo
2023-01-12,21.7,27.0,18.7,4.71,uberlandia,Triangulo
2023-01-13,21.7,26.2,18.5,4.27,uberlandia,Triangulo
2023-01-14,10.5,27.3,19.0,4.7,uberlandia,Triangulo
2023-01-15,5.4,29.0,18.0,4.93,uberlandia,Triangulo
2023-01-16,7.1,26.8,18.8,4.02,uberlandia,Triangulo
2023-01-17,1.6,28.0,18.5,5.72,uberlandia,Triangulo
2023-01-18,0.0,28.1,18.5,5.41,uberlandia,Triangulo
2023-01-19,2.6,28.5,18.2,5.29,uberlandia,Triangulo
2023-01-20,5.9,26.5,18.5,3.88,uberlandia,Triangulo
2023-01-21,19.4,24.1,18.2,2.73,uberlandia,Triangulo
2023-01-22,13.4,25.4,18.1,3.52,uberlandia,Triangulo
2023-01-23,6.9,25.5,18.8,2.73,uberlandia,Triangulo
2023-01-24,12.4,25.9,19.0,2.71,uberlandia,Triangulo
2023-01-25,12.0,27.0,18.5,4.41,uberlandia,Triangulo
2023-01-26,3.1,26.5,18.6,4.09,uberlandia,Triangulo
2023-01-27,6.6,27.5,18.9,4.5,uberlandia,Triangulo
2023-01-28,1.3,26.5,18.8,4.71,uberlandia,Triangulo
2023-01-29,0.6,27.2,18.0,3.86,uberlandia,Triangulo
2023-01-30,15.3,26.4,17.6,3.6,uberlandia,Triangulo
2023-01-31,6.3,27.1,18.9,4.28,uberlandia,Triangulo
2023-02-01,4.1,26.7,18.0,4.62,uberlandia,Triangulo
2023-02-02,0.9,28.5,19.1,5.15,uberlandia,Triangulo
2023-02-03,0.0,29.1,18.4,5.75,uberlandia,Triangulo
2023-02-04,0.6,28.0,18.8,4.78,uberlandia,Triangulo
2023-02-05,5.7,27.6,18.5,4.39,uberlandia,Triangulo
2023-02-06,8.4,29.0,19.4,5.29,uberlandia,Triangulo
2023-02-07,0.3,27.8,18.8,4.98,uberlandia,Triangulo
2023-02-08,0.0,29.2,19.9,5.29,uberlandia,Triangulo
2023-02-09,13.5,26.9,20.0,3.95,uberlandia,Triangulo
2023-02-10,6.6,27.8,18.4,4.32,uberlandia,Triangulo
2023-02-11,7.6,27.0,18.9,3.3,uberlandia,Triangulo
2023-02-12,3.4,27.0,20.2,4.18,uberlandia,Triangulo
2023-02-13,1.1,27.0,18.8,4.02,uberlandia,Triangulo
2023-02-14,1.5,29.1,19.8,5.09,uberlandia,Triangulo
2023-02-15,0.0,29.6,19.6,5.5,uberlandia,Triangulo
2023-02-16,0.1,29.0,19.2,5.07,uberlandia,Triangulo
2023-02-17,0.3,29.2,20.0,5.31,uberlandia,Triangulo
2023-02-18,2.0,26.3,19.2,3.33,uberlandia,Triangulo
2023-02-19,2.0,28.4,20.3,4.9,uberlandia,Triangulo
2023-02-20,1.1,28.0,18.8,4.99,uberlandia,Triangulo
2023-02-21,10.7,27.0,18.0,4.05,uberlandia,Triangulo
2023-02-22,2.9,28.0,19.0,4.77,uberlandia,Triangulo
2023-02-23,8.7,28.4,19.3,4.59,uberlandia,Triangulo
2023-02-24,1.8,27.5,18.2,4.42,uberlandia,Triangulo
2023-02-25,1.0,28.5,18.2,4.5,uberlandia,Triangulo
2023-02-26,0.1,29.2,20.0,5.23,uberlandia,Triangulo
2023-02-27,0.2,30.6,20.0,5.67,uberlandia,Triangulo
2023-02-28,0.0,30.2,19.2,5.91,uberlandia,Triangulo
2023-03-01,0.5,29.6,19.4,4.92,uberlandia,Triangulo
2023-03-02,0.7,28.9,19.1,4.68,uberlandia,Triangulo
2023-03-03,1.0,29.6,20.0,4.81,uberlandia,Triangulo
2023-03-04,0.3,29.8,19.1,5.49,uberlandia,Triangulo
2023-03-05,0.8,28.2,19.6,4.34,uberlandia,Triangulo
2023-03-06,2.9,29.2,19.6,4.8,uberlandia,Triangulo
2023-03-07,7.5,27.1,18.5,4.12,uberlandia,Triangulo
2023-03-08,8.7,28.0,18.9,4.07,uberlandia,Triangulo
2023-03-09,12.4,27.8,18.8,3.56,uberlandia,Triangulo
2023-03-10,11.7,25.8,19.1,2.8,uberlandia,Triangulo
2023-03-11,5.6,27.4,18.9,3.64,uberlandia,Triangulo
2023-03-12,0.2,27.1,18.6,4.4,uberlandia,Triangulo
2023-03-13,1.1,25.6,19.1,3.23,uberlandia,Triangulo
2023-03-14,2.8,27.1,19.7,3.36,uberlandia,Triangulo
2023-03-15,8.6,26.9,19.5,3.12,uberlandia,Triangulo
2023-03-16,1.5,27.3,20.0,3.85,uberlandia,Triangulo
2023-03-17,3.2,25.9,19.2,2.63,uberlandia,Triangulo
2023-03-18,0.7,26.8,18.9,3.84,uberlandia,Triangulo
2023-03-19,0.1,27.6,18.9,4.02,uberlandia,Triangulo
2023-03-20,2.5,25.7,18.0,3.43,uberlandia,Triangulo
2023-03-21,0.3,28.4,18.4,4.95,uberlandia,Triangulo
2023-03-22,0.3,28.5,17.7,4.89,uberlandia,Triangulo
2023-03-23,0.0,28.2,19.0,4.92,uberlandia,Triangulo
2023-03-24,0.0,28.9,19.1,4.96,uberlandia,Triangulo
2023-03-25,0.0,29.6,18.0,5.42,uberlandia,Triangulo
2023-03-26,0.0,31.5,18.4,5.28,uberlandia,Triangulo
2023-03-27,0.0,31.0,19.5,5.35,uberlandia,Triangulo
2023-03-28,0.0,30.2,20.5,5.0,uberlandia,Triangulo
2023-03-29,0.0,29.8,21.0,5.1,uberlandia,Triangulo
2023-03-30,0.0,30.2,19.1,4.84,uberlandia,Triangulo
2023-03-31,0.1,30.0,20.0,4.76,uberlandia,Triangulo
2023-04-01,0.6,29.5,19.9,4.16,uberlandia,Triangulo
2023-04-02,0.4,30.2,18.3,4.76,uberlandia,Triangulo
2023-04-03,0.0,28.4,17.9,4.24,uberlandia,Triangulo
2023-04-04,5.1,28.4,17.2,4.58,uberlandia,Triangulo
2023-04-05,4.5,28.3,17.2,3.99,uberlandia,Triangulo
2023-04-06,1.7,29.8,18.1,4.4,uberlandia,Triangulo
2023-04-07,7.7,28.3,17.8,3.78,uberlandia,Triangulo
2023-04-08,7.9,28.4,19.4,3.19,uberlandia,Triangulo
2023-04-09,6.3,26.2,18.6,2.42,uberlandia,Triangulo
2023-04-10,14.2,27.9,18.6,3.54,uberlandia,Triangulo
2023-04-11,11.3,26.9,18.3,3.55,uberlandia,Triangulo
2023-04-12,7.7,25.4,19.0,2.49,uberlandia,Triangulo
2023-04-13,7.0,28.1,19.0,3.73,uberlandia,Triangulo
2023-04-14,20.6,26.5,18.5,2.73,uberlandia,Triangulo
2023-04-15,0.3,27.7,19.1,3.89,uberlandia,Triangulo
2023-04-16,0.0,28.7,17.9,4.21,uberlandia,Triangulo
2023-04-17,0.2,28.1,17.2,4.31,uberlandia,Triangulo
2023-04-18,1.5,29.0,18.9,4.29,uberlandia,Triangulo
2023-04-19,11.5,25.7,19.6,2.03,uberlandia,Triangulo
2023-04-20,0.0,23.5,15.4,4.32,uberlandia,Triangulo
2023-04-21,0.0,26.5,13.2,4.44,uberlandia,Triangulo
2023-04-22,1.5,24.9,17.5,2.78,uberlandia,Triangulo
2023-04-23,1.0,26.0,16.9,3.44,uberlandia,Triangulo
2023-04-24,0.0,27.1,17.2,4.38,uberlandia,Triangulo
2023-04-25,0.1,27.5,16.6,4.28,uberlandia,Triangulo
2023-04-26,0.7,27.8,17.7,3.79,uberlandia,Triangulo
2023-04-27,0.8,27.4,16.4,3.63,uberlandia,Triangulo
2023-04-28,1.1,27.4,17.4,3.29,uberlandia,Triangulo
2023-04-29,0.0,28.4,17.2,4.28,uberlandia,Triangulo
2023-04-30,0.0,27.8,16.6,4.07,uberlandia,Triangulo
2023-05-01,0.0,28.1,15.0,4.46,uberlandia,Triangulo
2023-05-02,0.0,27.0,14.1,4.61,uberlandia,Triangulo
2023-05-03,0.0,27.4,14.1,4.47,uberlandia,Triangulo
2023-05-04,0.0,28.5,15.0,4.53,uberlandia,Triangulo
2023-05-05,0.0,29.5,16.9,4.32,uberlandia,Triangulo
2023-05-06,0.0,29.2,17.3,4.68,uberlandia,Triangulo
2023-05-07,0.0,27.8,17.0,4.46,uberlandia,Triangulo
2023-05-08,0.0,27.8,17.0,4.21,uberlandia,Triangulo
2023-05-09,0.0,27.8,16.5,3.88,uberlandia,Triangulo
2023-05-10,0.0,27.5,17.6,3.4,uberlandia,Triangulo
2023-05-11,0.0,27.1,16.6,3.86,uberlandia,Triangulo
2023-05-12,0.0,26.8,15.7,4.16,uberlandia,Triangulo
2023-05-13,0.0,26.4,13.4,4.33,uberlandia,Triangulo
2023-05-14,0.0,26.5,13.2,4.14,uberlandia,Triangulo
2023-05-15,0.0,26.5,12.6,4.4,uberlandia,Triangulo
2023-05-16,0.0,26.5,12.2,4.14,uberlandia,Triangulo
2023-05-17,0.0,27.2,12.8,4.36,uberlandia,Triangulo
2023-05-18,0.0,26.8,13.9,4.24,uberlandia,Triangulo
2023-05-19,0.0,27.2,13.4,4.07,uberlandia,Triangulo
2023-05-20,0.0,26.0,13.4,4.2,uberlandia,Triangulo
2023-05-21,0.0,24.9,12.7,4.43,uberlandia,Triangulo
2023-05-22,0.0,24.9,12.7,4.01,uberlandia,Triangulo
2023-05-23,0.0,26.4,14.6,4.51,uberlandia,Triangulo
2023-05-24,0.0,26.0,14.4,4.2,uberlandia,Triangulo
2023-05-25,0.0,27.0,14.9,4.24,uberlandia,Triangulo
2023-05-26,0.0,26.2,15.2,4.31,uberlandia,Triangulo
2023-05-27,0.1,26.5,16.0,3.56,uberlandia,Triangulo
2023-05-28,0.0,27.9,15.1,3.47,uberlandia,Triangulo
2023-05-29,0.0,27.0,16.9,2.9,uberlandia,Triangulo
2023-05-30,0.7,26.5,17.0,3.59,uberlandia,Triangulo
2023-05-31,5.1,21.7,16.6,1.57,uberlandia,Triangulo
2023-06-01,0.0,25.5,13.8,3.44,uberlandia,Triangulo
2023-06-02,0.0,25.2,13.4,3.6,uberlandia,Triangulo
2023-06-03,0.0,25.8,13.8,3.96,uberlandia,Triangulo
2023-06-04,0.0,25.2,13.5,3.79,uberlandia,Triangulo
2023-06-05,0.0,25.0,12.9,3.75,uberlandia,Triangulo
2023-06-06,0.0,25.1,13.1,3.9,uberlandia,Triangulo
2023-06-07,0.0,25.5,13.2,3.91,uberlandia,Triangulo
2023-06-08,0.0,25.5,12.8,3.78,uberlandia,Triangulo
2023-06-09,0.0,25.9,12.8,3.89,uberlandia,Triangulo
2023-06-10,0.0,26.9,14.1,3.93,uberlandia,Triangulo
2023-06-11,0.0,27.1,13.6,3.45,uberlandia,Triangulo
2023-06-12,0.0,27.6,14.2,3.58,uberlandia,Triangulo
2023-06-13,0.0,26.0,17.7,2.5,uberlandia,Triangulo
2023-06-14,0.0,27.0,17.1,3.59,uberlandia,Triangulo
2023-06-15,0.2,22.8,16.0,1.77,uberlandia,Triangulo
2023-06-16,5.9,22.7,14.6,1.99,uberlandia,Triangulo
2023-06-17,1.7,22.4,13.9,2.56,uberlandia,Triangulo
2023-06-18,0.0,23.9,10.6,3.4,uberlandia,Triangulo
2023-06-19,0.0,25.8,12.4,3.73,uberlandia,Triangulo
2023-06-20,0.0,25.1,13.3,3.69,uberlandia,Triangulo
2023-06-21,0.0,24.2,12.9,3.82,uberlandia,Triangulo
2023-06-22,0.0,24.5,12.2,4.0,uberlandia,Triangulo
2023-06-23,0.0,24.4,11.9,3.83,uberlandia,Triangulo
2023-06-24,0.0,24.5,12.4,3.56,uberlandia,Triangulo
2023-06-25,0.0,24.4,14.1,3.1,uberlandia,Triangulo
2023-06-26,0.0,24.4,11.8,3.69,uberlandia,Triangulo
2023-06-27,0.0,25.1,12.5,3.83,uberlandia,Triangulo
2023-06-28,0.0,25.8,13.2,3.68,uberlandia,Triangulo
2023-06-29,0.0,25.7,13.7,4.19,uberlandia,Triangulo
2023-06-30,0.0,25.9,14.2,4.11,uberlandia,Triangulo
2023-07-01,0.0,25.8,14.6,4.1,uberlandia,Triangulo
2023-07-02,0.0,25.8,13.8,4.08,uberlandia,Triangulo
2023-07-03,0.0,26.0,13.9,4.26,uberlandia,Triangulo
2023-07-04,0.0,25.0,13.4,4.22,uberlandia,Triangulo
2023-07-05,0.0,24.3,12.3,4.03,uberlandia,Triangulo
2023-07-06,0.0,23.4,12.0,3.98,uberlandia,Triangulo
2023-07-07,0.0,25.1,12.1,3.89,uberlandia,Triangulo
2023-07-08,0.0,26.2,12.1,4.03,uberlandia,Triangulo
2023-07-09,0.0,28.4,13.4,3.95,uberlandia,Triangulo
2023-07-10,0.0,28.6,14.9,4.34,uberlandia,Triangulo
2023-07-11,0.0,29.0,14.6,4.4,uberlandia,Triangulo
2023-07-12,0.0,28.9,14.9,4.08,uberlandia,Triangulo
2023-07-13,0.0,29.1,15.6,4.23,uberlandia,Triangulo
2023-07-14,1.5,21.6,12.1,3.08,uberlandia,Triangulo
2023-07-15,0.0,26.5,11.8,3.87,uberlandia,Triangulo
2023-07-16,0.1,27.6,15.3,3.62,uberlandia,Triangulo
2023-07-17,0.0,28.0,15.8,3.81,uberlandia,Triangulo
2023-07-18,0.3,28.6,17.5,3.9,uberlandia,Triangulo
2023-07-19,0.2,28.5,18.5,3.92,uberlandia,Triangulo
2023-07-20,0.0,27.4,17.8,4.69,uberlandia,Triangulo
2023-07-21,0.1,25.3,16.4,3.97,uberlandia,Triangulo
2023-07-22,0.0,24.8,15.4,3.84,uberlandia,Triangulo
2023-07-23,0.0,26.1,14.8,4.2,uberlandia,Triangulo
2023-07-24,0.0,27.1,15.5,4.03,uberlandia,Triangulo
2023-07-25,0.1,25.6,17.3,3.59,uberlandia,Triangulo
2023-07-26,0.0,28.0,15.8,4.09,uberlandia,Triangulo
2023-07-27,0.0,28.4,14.9,4.82,uberlandia,Triangulo
2023-07-28,0.0,28.2,16.2,4.22,uberlandia,Triangulo
2023-07-29,0.0,28.5,17.0,4.17,uberlandia,Triangulo
2023-07-30,0.0,28.3,16.8,4.48,uberlandia,Triangulo
2023-07-31,0.0,28.8,16.7,4.15,uberlandia,Triangulo
2023-08-01,0.0,29.1,16.0,4.45,uberlandia,Triangulo
2023-08-02,0.0,28.1,16.2,4.76,uberlandia,Triangulo
2023-08-03,0.0,29.2,14.4,4.49,uberlandia,Triangulo
2023-08-04,0.0,29.8,15.7,4.46,uberlandia,Triangulo
2023-08-05,0.0,29.5,15.6,5.24,uberlandia,Triangulo
2023-08-06,0.0,29.7,16.4,5.68,uberlandia,Triangulo
2023-08-07,0.0,29.6,16.3,4.96,uberlandia,Triangulo
2023-08-08,0.0,31.4,16.7,5.27,uberlandia,Triangulo
2023-08-09,0.0,29.1,18.2,5.9,uberlandia,Triangulo
2023-08-10,0.0,29.6,17.7,5.41,uberlandia,Triangulo
2023-08-11,0.0,30.9,17.9,5.1,uberlandia,Triangulo
2023-08-12,0.0,31.9,17.0,5.16,uberlandia,Triangulo
2023-08-13,0.1,29.9,18.7,4.69,uberlandia,Triangulo
2023-08-14,0.0,29.0,19.5,4.66,uberlandia,Triangulo
2023-08-15,0.0,28.7,18.2,4.41,uberlandia,Triangulo
2023-08-16,0.0,28.1,18.3,5.09,uberlandia,Triangulo
2023-08-17,0.0,27.8,17.9,4.9,uberlandia,Triangulo
2023-08-18,0.0,29.6,16.4,5.21,uberlandia,Triangulo
2023-08-19,0.0,28.1,17.9,4.81,uberlandia,Triangulo
2023-08-20,13.4,24.3,14.6,2.97,uberlandia,Triangulo
2023-08-21,0.1,26.9,15.1,3.79,uberlandia,Triangulo
2023-08-22,0.0,29.5,15.2,4.54,uberlandia,Triangulo
2023-08-23,0.0,32.0,15.8,5.78,uberlandia,Triangulo
2023-08-24,0.0,33.3,18.5,5.46,uberlandia,Triangulo
2023-08-25,0.0,31.0,20.5,4.82,uberlandia,Triangulo
2023-08-26,0.8,31.2,20.8,5.19,uberlandia,Triangulo
2023-08-27,2.4,28.8,17.7,3.75,uberlandia,Triangulo
2023-08-28,2.3,26.1,16.8,3.53,uberlandia,Triangulo
2023-08-29,5.4,29.0,17.8,3.71,uberlandia,Triangulo
2023-08-30,1.0,29.2,17.1,4.25,uberlandia,Triangulo
2023-08-31,0.5,30.1,18.0,4.37,uberlandia,Triangulo
2023-09-01,0.1,30.4,17.6,4.97,uberlandia,Triangulo
2023-09-02,0.5,31.2,20.5,5.09,uberlandia,Triangulo
2023-09-03,0.0,31.2,20.5,4.77,uberlandia,Triangulo
2023-09-04,0.1,32.5,21.0,5.23,uberlandia,Triangulo
2023-09-05,1.7,30.5,20.5,3.94,uberlandia,Triangulo
2023-09-06,0.8,30.0,20.4,4.59,uberlandia,Triangulo
2023-09-07,0.0,28.4,19.0,5.75,uberlandia,Triangulo
2023-09-08,0.0,29.4,18.5,5.95,uberlandia,Triangulo
2023-09-09,0.0,31.0,18.0,5.6,uberlandia,Triangulo
2023-09-10,0.0,32.1,18.4,6.02,uberlandia,Triangulo
2023-09-11,0.0,30.1,18.9,6.35,uberlandia,Triangulo
2023-09-12,0.0,31.6,19.0,5.98,uberlandia,Triangulo
2023-09-13,0.0,33.4,19.2,6.46,uberlandia,Triangulo
2023-09-14,2.6,29.0,19.6,5.14,uberlandia,Triangulo
2023-09-15,0.7,29.0,17.3,4.25,uberlandia,Triangulo
2023-09-16,0.0,31.5,19.3,5.19,uberlandia,Triangulo
2023-09-17,0.2,31.9,19.7,5.25,uberlandia,Triangulo
2023-09-18,0.0,33.0,21.6,6.07,uberlandia,Triangulo
2023-09-19,0.0,33.0,20.0,6.21,uberlandia,Triangulo
